"","category","name","reviewer","review","date","ratings"
"11","Notebook","Blue Acorn A3 Spiral Bound Portrait Sketchbook - 42x29.7cm - 70 Pages (150gsm) - Multi Purpose Cartridge Paper – Ideal for Light Washes of Paint, Inks, Pencils, Sketching and Brush Pens","KelsBells","This is a fantastic sketch book, 70 pages which can be used on both sides. Nice quality pages. Spiral bound so great to fold over if you prefer. Recycled paper too - you wouldn’t know.Definitely recommend and this is my daughter’s favourite sketch pad.","Reviewed in the United Kingdom on 16 February 2024","4.9 out of 5 stars"
"12","Notebook","Blue Acorn A3 Spiral Bound Portrait Sketchbook - 42x29.7cm - 70 Pages (150gsm) - Multi Purpose Cartridge Paper – Ideal for Light Washes of Paint, Inks, Pencils, Sketching and Brush Pens","KelsBells","This is a lovely sketchbook. It's beautiful paper thick paper which is great to draw on. The cover is nice and sturdy which keeps the paper nice too.","Reviewed in the United Kingdom on 23 February 2024","5.0 out of 5 stars"
"13","Notebook","Blue Acorn A3 Spiral Bound Portrait Sketchbook - 42x29.7cm - 70 Pages (150gsm) - Multi Purpose Cartridge Paper – Ideal for Light Washes of Paint, Inks, Pencils, Sketching and Brush Pens","Chris","My sketches have found a new home in this sketchbook. The spiral binding is a gem, allowing me to spread out my ideas across both pages without any hassle. The paper quality is top-notch, handling my pencil and ink sketches with ease. It's robust enough to endure my frequent erasing and redrawing, a crucial factor for any artist. The environmental aspect of using 100% recycled paper adds a touch of responsibility to my art. This sketchbook has become an indispensable part of my daily sketching routine.","Reviewed in the United Kingdom on 11 January 2024","5.0 out of 5 stars"
"14","Notebook","Blue Acorn A3 Spiral Bound Portrait Sketchbook - 42x29.7cm - 70 Pages (150gsm) - Multi Purpose Cartridge Paper – Ideal for Light Washes of Paint, Inks, Pencils, Sketching and Brush Pens","Scott O'Neill","This is lovely and big with a hard front cover, stiff backing and nice quality cartridge paper.35 pages 150GSMI like  spiral bound drawing books because they allow removing one page cleanly without disrupting the gumming of all the other pages and you can get the drawing out without tearing into it.This would make a very useful drawing book for Art class as it doesnt bend in transit and will fit in an art case.The paper is smooth, well suited to pencil drawing and smudge shading .It will take watercolour so long as you arent saturating it and felt pen, charcoal and ink.","Reviewed in the United Kingdom on 12 December 2023","5.0 out of 5 stars"
"15","Notebook","Blue Acorn A3 Spiral Bound Portrait Sketchbook - 42x29.7cm - 70 Pages (150gsm) - Multi Purpose Cartridge Paper – Ideal for Light Washes of Paint, Inks, Pencils, Sketching and Brush Pens","Ernestina","This sketch book is well made and uses high quality materials and paper which is thick enough not to have any ink or paint bleeding through to the other side which means you can use both sides of the paper without any issues. This has been perfect for my young daughter who loves painting and drawing and lasts longer due to being able to use both sides of the paper. The sketch book is quite sturdy with nice solid covers and a spiral binding. Highly recommended. At the time of review the price is £14.65 which I feel is a little on the pricey side despite the high quality.","Reviewed in the United Kingdom on 2 January 2024","5.0 out of 5 stars"
"16","Notebook","Blue Acorn A3 Spiral Bound Portrait Sketchbook - 42x29.7cm - 70 Pages (150gsm) - Multi Purpose Cartridge Paper – Ideal for Light Washes of Paint, Inks, Pencils, Sketching and Brush Pens","Ernestina","The Blue Acorn A3 Spiral Bound Sketchbook,is very good quality, the spiral holding the book together works well when turning pages. It has hard front and back sko with keep your artwork flat. The quality of the the paper is excellent. My son has been using the sketch book for his charcoal sketches and has had no issues at all.Excellent quality paperWell madeGood price for sizeRecommended","Reviewed in the United Kingdom on 10 January 2024","4.0 out of 5 stars"
"17","Notebook","Blue Acorn A3 Spiral Bound Portrait Sketchbook - 42x29.7cm - 70 Pages (150gsm) - Multi Purpose Cartridge Paper – Ideal for Light Washes of Paint, Inks, Pencils, Sketching and Brush Pens","Mr Ed","Returning to this sketchbook, it's the paper quality that stands out. It gracefully accepts various mediums, from light washes to brush pens, without compromising the integrity of the paper. It's spacious, allowing for larger, more detailed works. The spiral binding is durable, handling frequent use without issue. It's an essential tool for anyone serious about their art, providing a reliable and versatile canvas for creative expression.","Reviewed in the United Kingdom on 30 December 2023","4.0 out of 5 stars"
"18","Notebook","Blue Acorn A3 Spiral Bound Portrait Sketchbook - 42x29.7cm - 70 Pages (150gsm) - Multi Purpose Cartridge Paper – Ideal for Light Washes of Paint, Inks, Pencils, Sketching and Brush Pens","Jafcla","Blue Acorn Spiral Bound Sketch BookThis is a good quality sketch pad, note that there are 35 sheets here. I always think describing it as 70 pages is a bit misleading. Personally I only ever draw on one side so counting both sides does not seem right but hey ho. The pages come spiral bound between ridged covers the back cover is particularly sturdy which is good as it will protect your drawings even if you are carrying them around. The paper is A3 and is a good quality 150 gsm smooth cartridge type paper. At 150gsm it is not the thickest but it is as described and is certainly adequate for sketching. I usually use a thicker paper but found this worked pretty well. All in all this is a very good quality pad and at a very reasonable price.","Reviewed in the United Kingdom on 16 December 2023","5.0 out of 5 stars"
"19","Notebook","Blue Acorn A3 Spiral Bound Portrait Sketchbook - 42x29.7cm - 70 Pages (150gsm) - Multi Purpose Cartridge Paper – Ideal for Light Washes of Paint, Inks, Pencils, Sketching and Brush Pens","James5555","My daughter is just starting to discover her artistic side and she was delighted to receive this sketch book.It has 35 sheets (70 pages if you are going to draw on both sides). The covers are made of a stiff cardboard and the book itself is spiral bound and just feels good quality.The pages itself are thick and have the perfect texture to draw on whether it is pencil or even watercolours. A great sketch book whether for yourself or as a present.","Reviewed in the United Kingdom on 20 December 2023","5.0 out of 5 stars"
"20","Notebook","Blue Acorn A3 Spiral Bound Portrait Sketchbook - 42x29.7cm - 70 Pages (150gsm) - Multi Purpose Cartridge Paper – Ideal for Light Washes of Paint, Inks, Pencils, Sketching and Brush Pens","Ali","A very good size, well made drawing book, spiral bound - which is , for me, overall a good thing as removing pages is easy, though the paper needs a little trim to tidy it.At a tad under 50p per page I'd say this is a touch extravagant for an absolute beginner. That said, the thick (150gms) paper feels premium and versatile enough to cope with various media. For me, pencil and charcoal takes fine with it.Finally, the cover is genuinely protective, for anyone who (unlike me) takes their art outside!A decent buy.","Reviewed in the United Kingdom on 18 December 2023","5.0 out of 5 stars"
"21","Notebook","Blue Acorn A3 Spiral Bound Portrait Sketchbook - 42x29.7cm - 70 Pages (150gsm) - Multi Purpose Cartridge Paper – Ideal for Light Washes of Paint, Inks, Pencils, Sketching and Brush Pens","KelsBells","This is a fantastic sketch book, 70 pages which can be used on both sides. Nice quality pages. Spiral bound so great to fold over if you prefer. Recycled paper too - you wouldn’t know.Definitely recommend and this is my daughter’s favourite sketch pad.","Reviewed in the United Kingdom on 16 February 2024","4.9 out of 5 stars"
"22","Notebook","Blue Acorn A3 Spiral Bound Portrait Sketchbook - 42x29.7cm - 70 Pages (150gsm) - Multi Purpose Cartridge Paper – Ideal for Light Washes of Paint, Inks, Pencils, Sketching and Brush Pens","KelsBells","This is a lovely sketchbook. It's beautiful paper thick paper which is great to draw on. The cover is nice and sturdy which keeps the paper nice too.","Reviewed in the United Kingdom on 23 February 2024","5.0 out of 5 stars"
"23","Notebook","Blue Acorn A3 Spiral Bound Portrait Sketchbook - 42x29.7cm - 70 Pages (150gsm) - Multi Purpose Cartridge Paper – Ideal for Light Washes of Paint, Inks, Pencils, Sketching and Brush Pens","Chris","My sketches have found a new home in this sketchbook. The spiral binding is a gem, allowing me to spread out my ideas across both pages without any hassle. The paper quality is top-notch, handling my pencil and ink sketches with ease. It's robust enough to endure my frequent erasing and redrawing, a crucial factor for any artist. The environmental aspect of using 100% recycled paper adds a touch of responsibility to my art. This sketchbook has become an indispensable part of my daily sketching routine.","Reviewed in the United Kingdom on 11 January 2024","5.0 out of 5 stars"
"24","Notebook","Blue Acorn A3 Spiral Bound Portrait Sketchbook - 42x29.7cm - 70 Pages (150gsm) - Multi Purpose Cartridge Paper – Ideal for Light Washes of Paint, Inks, Pencils, Sketching and Brush Pens","Scott O'Neill","This is lovely and big with a hard front cover, stiff backing and nice quality cartridge paper.35 pages 150GSMI like  spiral bound drawing books because they allow removing one page cleanly without disrupting the gumming of all the other pages and you can get the drawing out without tearing into it.This would make a very useful drawing book for Art class as it doesnt bend in transit and will fit in an art case.The paper is smooth, well suited to pencil drawing and smudge shading .It will take watercolour so long as you arent saturating it and felt pen, charcoal and ink.","Reviewed in the United Kingdom on 12 December 2023","5.0 out of 5 stars"
"25","Notebook","Blue Acorn A3 Spiral Bound Portrait Sketchbook - 42x29.7cm - 70 Pages (150gsm) - Multi Purpose Cartridge Paper – Ideal for Light Washes of Paint, Inks, Pencils, Sketching and Brush Pens","Ernestina","This sketch book is well made and uses high quality materials and paper which is thick enough not to have any ink or paint bleeding through to the other side which means you can use both sides of the paper without any issues. This has been perfect for my young daughter who loves painting and drawing and lasts longer due to being able to use both sides of the paper. The sketch book is quite sturdy with nice solid covers and a spiral binding. Highly recommended. At the time of review the price is £14.65 which I feel is a little on the pricey side despite the high quality.","Reviewed in the United Kingdom on 2 January 2024","5.0 out of 5 stars"
"26","Notebook","Blue Acorn A3 Spiral Bound Portrait Sketchbook - 42x29.7cm - 70 Pages (150gsm) - Multi Purpose Cartridge Paper – Ideal for Light Washes of Paint, Inks, Pencils, Sketching and Brush Pens","Ernestina","The Blue Acorn A3 Spiral Bound Sketchbook,is very good quality, the spiral holding the book together works well when turning pages. It has hard front and back sko with keep your artwork flat. The quality of the the paper is excellent. My son has been using the sketch book for his charcoal sketches and has had no issues at all.Excellent quality paperWell madeGood price for sizeRecommended","Reviewed in the United Kingdom on 10 January 2024","4.0 out of 5 stars"
"27","Notebook","Blue Acorn A3 Spiral Bound Portrait Sketchbook - 42x29.7cm - 70 Pages (150gsm) - Multi Purpose Cartridge Paper – Ideal for Light Washes of Paint, Inks, Pencils, Sketching and Brush Pens","Mr Ed","Returning to this sketchbook, it's the paper quality that stands out. It gracefully accepts various mediums, from light washes to brush pens, without compromising the integrity of the paper. It's spacious, allowing for larger, more detailed works. The spiral binding is durable, handling frequent use without issue. It's an essential tool for anyone serious about their art, providing a reliable and versatile canvas for creative expression.","Reviewed in the United Kingdom on 30 December 2023","4.0 out of 5 stars"
"28","Notebook","Blue Acorn A3 Spiral Bound Portrait Sketchbook - 42x29.7cm - 70 Pages (150gsm) - Multi Purpose Cartridge Paper – Ideal for Light Washes of Paint, Inks, Pencils, Sketching and Brush Pens","Jafcla","Blue Acorn Spiral Bound Sketch BookThis is a good quality sketch pad, note that there are 35 sheets here. I always think describing it as 70 pages is a bit misleading. Personally I only ever draw on one side so counting both sides does not seem right but hey ho. The pages come spiral bound between ridged covers the back cover is particularly sturdy which is good as it will protect your drawings even if you are carrying them around. The paper is A3 and is a good quality 150 gsm smooth cartridge type paper. At 150gsm it is not the thickest but it is as described and is certainly adequate for sketching. I usually use a thicker paper but found this worked pretty well. All in all this is a very good quality pad and at a very reasonable price.","Reviewed in the United Kingdom on 16 December 2023","5.0 out of 5 stars"
"29","Notebook","Blue Acorn A3 Spiral Bound Portrait Sketchbook - 42x29.7cm - 70 Pages (150gsm) - Multi Purpose Cartridge Paper – Ideal for Light Washes of Paint, Inks, Pencils, Sketching and Brush Pens","James5555","My daughter is just starting to discover her artistic side and she was delighted to receive this sketch book.It has 35 sheets (70 pages if you are going to draw on both sides). The covers are made of a stiff cardboard and the book itself is spiral bound and just feels good quality.The pages itself are thick and have the perfect texture to draw on whether it is pencil or even watercolours. A great sketch book whether for yourself or as a present.","Reviewed in the United Kingdom on 20 December 2023","5.0 out of 5 stars"
"30","Notebook","Blue Acorn A3 Spiral Bound Portrait Sketchbook - 42x29.7cm - 70 Pages (150gsm) - Multi Purpose Cartridge Paper – Ideal for Light Washes of Paint, Inks, Pencils, Sketching and Brush Pens","Ali","A very good size, well made drawing book, spiral bound - which is , for me, overall a good thing as removing pages is easy, though the paper needs a little trim to tidy it.At a tad under 50p per page I'd say this is a touch extravagant for an absolute beginner. That said, the thick (150gms) paper feels premium and versatile enough to cope with various media. For me, pencil and charcoal takes fine with it.Finally, the cover is genuinely protective, for anyone who (unlike me) takes their art outside!A decent buy.","Reviewed in the United Kingdom on 18 December 2023","5.0 out of 5 stars"
