"","category","name","reviewer","review","date","ratings"
"11","Notebook","Oxford Spiral Notebook 6 Pack, 1 Subject, College Ruled Paper, 8 x 10-1/2 Inch, Pastel Pink, Orange, Yellow, Green, Blue and Purple, 70 Sheets (63756)","Rachael Bilodeau","-perfect for any use-colours are so cute-good amount of pages for school subjects-good quality","Reviewed in Canada on 6 January 2024","4.8 out of 5 stars"
"12","Notebook","Oxford Spiral Notebook 6 Pack, 1 Subject, College Ruled Paper, 8 x 10-1/2 Inch, Pastel Pink, Orange, Yellow, Green, Blue and Purple, 70 Sheets (63756)","Sergej M.","The Oxford Spiral Notebook 6 Pack is a game-changer! With its vibrant and pastel colors of pink, orange, yellow, green, blue, and purple, it instantly caught my eye. As someone who loves stationery, I couldn't resist picking these up.The quality of the paper is exceptional. It's college-ruled, providing ample space for note-taking or doodling. Each notebook contains 70 sheets, which is perfect for a single subject. I was pleasantly surprised by how sturdy the spiral binding is; it keeps all the pages neatly intact.My kids absolutely adore these notebooks. The colorful covers make studying more enjoyable for them, and they each have their favorite color. Whether it's for schoolwork or personal use, these notebooks have become a staple in our home. Plus, having a variety of colors means there's always one to suit their mood or style.In summary, the Oxford Spiral Notebook 6 Pack has been a hit in our household. Its durability, vibrant colors, and ample pages have made it a must-have for both kids and adults. It's a simple yet effective way to add a touch of joy to your everyday note-taking.","Reviewed in the United States on 8 January 2024","5.0 out of 5 stars"
"13","Notebook","Oxford Spiral Notebook 6 Pack, 1 Subject, College Ruled Paper, 8 x 10-1/2 Inch, Pastel Pink, Orange, Yellow, Green, Blue and Purple, 70 Sheets (63756)","Andrea","me gustaron mucho, super bonitos","Reviewed in Mexico on 19 January 2023","5.0 out of 5 stars"
"14","Notebook","Oxford Spiral Notebook 6 Pack, 1 Subject, College Ruled Paper, 8 x 10-1/2 Inch, Pastel Pink, Orange, Yellow, Green, Blue and Purple, 70 Sheets (63756)","Bozena","Very happy","Reviewed in Canada on 3 January 2024","5.0 out of 5 stars"
"15","Notebook","Oxford Spiral Notebook 6 Pack, 1 Subject, College Ruled Paper, 8 x 10-1/2 Inch, Pastel Pink, Orange, Yellow, Green, Blue and Purple, 70 Sheets (63756)","Liv","Loved these so much I ordered the same set again for this semester! Nothing fancy, just cute, colored notebooks for a good price","Reviewed in the United States on 21 January 2024","5.0 out of 5 stars"
"16","Notebook","Oxford Spiral Notebook 6 Pack, 1 Subject, College Ruled Paper, 8 x 10-1/2 Inch, Pastel Pink, Orange, Yellow, Green, Blue and Purple, 70 Sheets (63756)","Mary Raymundo","Están muy bien a mi hija le gustaron muchísimo","Reviewed in Mexico on 3 November 2022","5.0 out of 5 stars"
"17","Notebook","Oxford Spiral Notebook 6 Pack, 1 Subject, College Ruled Paper, 8 x 10-1/2 Inch, Pastel Pink, Orange, Yellow, Green, Blue and Purple, 70 Sheets (63756)","Cathy F","Daughter likes having her notes for each subject in there own book.","Reviewed in Canada on 21 December 2023","5.0 out of 5 stars"
"18","Notebook","Oxford Spiral Notebook 6 Pack, 1 Subject, College Ruled Paper, 8 x 10-1/2 Inch, Pastel Pink, Orange, Yellow, Green, Blue and Purple, 70 Sheets (63756)","Winter","I love the colors. They are so pretty and spring like.","Reviewed in the United States on 23 February 2024","5.0 out of 5 stars"
"19","Notebook","Oxford Spiral Notebook 6 Pack, 1 Subject, College Ruled Paper, 8 x 10-1/2 Inch, Pastel Pink, Orange, Yellow, Green, Blue and Purple, 70 Sheets (63756)","Duvia","Los colores muy bonitos, las hojas están bien al igual que los resortes, peeero la portada es demasiado blanda, el cuaderno se dobla con facilidad.","Reviewed in Mexico on 13 August 2022","5.0 out of 5 stars"
"20","Notebook","Oxford Spiral Notebook 6 Pack, 1 Subject, College Ruled Paper, 8 x 10-1/2 Inch, Pastel Pink, Orange, Yellow, Green, Blue and Purple, 70 Sheets (63756)","Nadia Aucoin","My only slight issue is that the spring is a little misaligned and when you open the booklet, it doesn’t open well. Once you tighten it up a bit it’s great.","Reviewed in Canada on 11 June 2022","2.0 out of 5 stars"
"21","Notebook","Oxford Spiral Notebook 6 Pack, 1 Subject, College Ruled Paper, 8 x 10-1/2 Inch, Pastel Pink, Orange, Yellow, Green, Blue and Purple, 70 Sheets (63756)","Rachael Bilodeau","-perfect for any use-colours are so cute-good amount of pages for school subjects-good quality","Reviewed in Canada on 6 January 2024","4.8 out of 5 stars"
"22","Notebook","Oxford Spiral Notebook 6 Pack, 1 Subject, College Ruled Paper, 8 x 10-1/2 Inch, Pastel Pink, Orange, Yellow, Green, Blue and Purple, 70 Sheets (63756)","Sergej M.","The Oxford Spiral Notebook 6 Pack is a game-changer! With its vibrant and pastel colors of pink, orange, yellow, green, blue, and purple, it instantly caught my eye. As someone who loves stationery, I couldn't resist picking these up.The quality of the paper is exceptional. It's college-ruled, providing ample space for note-taking or doodling. Each notebook contains 70 sheets, which is perfect for a single subject. I was pleasantly surprised by how sturdy the spiral binding is; it keeps all the pages neatly intact.My kids absolutely adore these notebooks. The colorful covers make studying more enjoyable for them, and they each have their favorite color. Whether it's for schoolwork or personal use, these notebooks have become a staple in our home. Plus, having a variety of colors means there's always one to suit their mood or style.In summary, the Oxford Spiral Notebook 6 Pack has been a hit in our household. Its durability, vibrant colors, and ample pages have made it a must-have for both kids and adults. It's a simple yet effective way to add a touch of joy to your everyday note-taking.","Reviewed in the United States on 8 January 2024","5.0 out of 5 stars"
"23","Notebook","Oxford Spiral Notebook 6 Pack, 1 Subject, College Ruled Paper, 8 x 10-1/2 Inch, Pastel Pink, Orange, Yellow, Green, Blue and Purple, 70 Sheets (63756)","Andrea","me gustaron mucho, super bonitos","Reviewed in Mexico on 19 January 2023","5.0 out of 5 stars"
"24","Notebook","Oxford Spiral Notebook 6 Pack, 1 Subject, College Ruled Paper, 8 x 10-1/2 Inch, Pastel Pink, Orange, Yellow, Green, Blue and Purple, 70 Sheets (63756)","Bozena","Very happy","Reviewed in Canada on 3 January 2024","5.0 out of 5 stars"
"25","Notebook","Oxford Spiral Notebook 6 Pack, 1 Subject, College Ruled Paper, 8 x 10-1/2 Inch, Pastel Pink, Orange, Yellow, Green, Blue and Purple, 70 Sheets (63756)","Liv","Loved these so much I ordered the same set again for this semester! Nothing fancy, just cute, colored notebooks for a good price","Reviewed in the United States on 21 January 2024","5.0 out of 5 stars"
"26","Notebook","Oxford Spiral Notebook 6 Pack, 1 Subject, College Ruled Paper, 8 x 10-1/2 Inch, Pastel Pink, Orange, Yellow, Green, Blue and Purple, 70 Sheets (63756)","Mary Raymundo","Están muy bien a mi hija le gustaron muchísimo","Reviewed in Mexico on 3 November 2022","5.0 out of 5 stars"
"27","Notebook","Oxford Spiral Notebook 6 Pack, 1 Subject, College Ruled Paper, 8 x 10-1/2 Inch, Pastel Pink, Orange, Yellow, Green, Blue and Purple, 70 Sheets (63756)","Cathy F","Daughter likes having her notes for each subject in there own book.","Reviewed in Canada on 21 December 2023","5.0 out of 5 stars"
"28","Notebook","Oxford Spiral Notebook 6 Pack, 1 Subject, College Ruled Paper, 8 x 10-1/2 Inch, Pastel Pink, Orange, Yellow, Green, Blue and Purple, 70 Sheets (63756)","Winter","I love the colors. They are so pretty and spring like.","Reviewed in the United States on 23 February 2024","5.0 out of 5 stars"
"29","Notebook","Oxford Spiral Notebook 6 Pack, 1 Subject, College Ruled Paper, 8 x 10-1/2 Inch, Pastel Pink, Orange, Yellow, Green, Blue and Purple, 70 Sheets (63756)","Duvia","Los colores muy bonitos, las hojas están bien al igual que los resortes, peeero la portada es demasiado blanda, el cuaderno se dobla con facilidad.","Reviewed in Mexico on 13 August 2022","5.0 out of 5 stars"
"30","Notebook","Oxford Spiral Notebook 6 Pack, 1 Subject, College Ruled Paper, 8 x 10-1/2 Inch, Pastel Pink, Orange, Yellow, Green, Blue and Purple, 70 Sheets (63756)","Nadia Aucoin","My only slight issue is that the spring is a little misaligned and when you open the booklet, it doesn’t open well. Once you tighten it up a bit it’s great.","Reviewed in Canada on 11 June 2022","2.0 out of 5 stars"
